dataset,LogisticRegression()-HO,LogisticRegression()+HO,Perceptron()-HO,Perceptron()+HO,PassiveAggressiveClassifier()-HO,PassiveAggressiveClassifier()+HO,RidgeClassifier()-HO,RidgeClassifier()+HO,LinearDiscriminantAnalysis()-HO,LinearDiscriminantAnalysis()+HO,QuadraticDiscriminantAnalysis()-HO,QuadraticDiscriminantAnalysis()+HO,LinearSVC()-HO,LinearSVC()+HO,KNeighborsClassifier()-HO,KNeighborsClassifier()+HO,NearestCentroid()-HO,NearestCentroid()+HO,GaussianNB()-HO,GaussianNB()+HO,MultinomialNB()-HO,MultinomialNB()+HO,ComplementNB()-HO,ComplementNB()+HO,BernoulliNB()-HO,BernoulliNB()+HO,DecisionTreeClassifier()-HO,DecisionTreeClassifier()+HO,RandomForestClassifier()-HO,RandomForestClassifier()+HO,MLPWrapper()-HO,MLPWrapper()+HO
169.arff,0.771638851,0.771638851,0.771638851,0.771638851,0.766352234,0.771638851,0.771638851,0.771638851,0.771638851,0.771638851,0.489789572,0.771638851,0.771638851,0.771638851,0.784803566,0.803462216,0.534777651,0.573027884,0.425728206,0.709132373,0.771638851,0.771638851,0.389136519,0.389136519,0.771638851,0.771638851,0.741785011,0.771638851,0.790919457,0.771638851,0.809889085,0.812480564
170.arff,0.711645102,0.716145624,0.720485413,0.515229446,0.611347746,0.720485413,0.719279916,0.720485413,0.714136462,0.714136462,0.659808728,0.720485413,0.716788556,0.720485413,0.759382786,0.774411316,0.579683356,0.585148276,0.422486539,0.613999839,0.720485413,0.720485413,0.399662461,0.399662461,0.720485413,0.720485413,0.710118139,0.720485413,0.763240376,0.720485413,0.777867074,0.79048461
171.arff,0.805763984,0.805763984,0.687414734,0.336289222,0.805763984,0.805763984,0.805763984,0.805763984,0.805763984,0.805763984,0.78973397,0.805763984,0.805763984,0.805763984,0.794849932,0.8170191,0.561391542,0.561903138,0.296896317,0.805763984,0.805763984,0.805763984,0.355900409,0.358799454,0.805763984,0.805763984,0.733628922,0.805763984,0.800818554,0.805763984,0.805763984,0.805763984
172.arff,0.738287768,0.744192016,0.414965986,0.746245668,0.745347195,0.746245668,0.744962136,0.746245668,0.741496599,0.741496599,0.711590296,0.746245668,0.744063663,0.746245668,0.753048389,0.775125144,0.592991914,0.592991914,0.374919779,0.746245668,0.746245668,0.746245668,0.443973816,0.445642408,0.746245668,0.746245668,0.703118983,0.746245668,0.760364523,0.746245668,0.780259274,0.785650109
173.arff,0.691919192,0.757575758,0.676767677,0.505050505,0.757575758,0.737373737,0.717171717,0.712121212,0.742424242,0.742424242,0.727272727,0.691919192,0.742424242,0.757575758,0.691919192,0.696969697,0.631313131,0.661616162,0.722222222,0.717171717,0.661616162,0.661616162,0.732323232,0.737373737,0.661616162,0.661616162,0.646464646,0.661616162,0.727272727,0.661616162,0.732323232,0.702020202
174.arff,0.923076923,1,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,1,0.923076923,0.923076923,1,1,1,1,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,0.923076923,1,0.923076923,0.923076923,0.923076923,1
175.arff,1,1,1,1,1,1,1,1,1,1,0.317042607,1,1,1,1,1,0.987468672,0.987468672,1,1,0.959899749,0.959899749,0.931077694,0.931077694,0.962406015,0.962406015,1,1,1,1,1,1
176.arff,0.778846154,0.817307692,0.798076923,0.778846154,0.817307692,0.788461538,0.778846154,0.769230769,0.855769231,0.855769231,0.836538462,0.836538462,0.798076923,0.826923077,0.836538462,0.836538462,0.788461538,0.778846154,0.807692308,0.807692308,0.788461538,0.788461538,0.846153846,0.846153846,0.615384615,0.615384615,0.778846154,0.769230769,0.826923077,0.826923077,0.807692308,0.865384615
177.arff,0.825396825,0.841269841,0.793650794,0.833333333,0.80952381,0.833333333,0.825396825,0.833333333,0.80952381,0.80952381,0.817460317,0.817460317,0.833333333,0.841269841,0.753968254,0.777777778,0.69047619,0.682539683,0.761904762,0.761904762,0.674603175,0.674603175,0.714285714,0.714285714,0.753968254,0.753968254,0.833333333,0.73015873,0.833333333,0.825396825,0.825396825,0.817460317
178.arff,0.692307692,0.769230769,0.846153846,0.769230769,0.769230769,0.692307692,0.769230769,0.769230769,0.769230769,0.769230769,0.769230769,0.615384615,0.769230769,0.846153846,0.846153846,0.769230769,0.846153846,0.846153846,0.846153846,0.769230769,0.538461538,0.538461538,0.923076923,0.846153846,0.461538462,0.461538462,0.769230769,0.692307692,0.692307692,0.846153846,0.846153846,0.923076923
179.arff,0.769230769,1,1,1,1,0.923076923,0.923076923,0.923076923,1,1,1,1,0.923076923,1,1,1,1,1,1,1,0.692307692,0.692307692,0.846153846,0.846153846,0.692307692,0.692307692,1,1,1,1,0.923076923,1
180.arff,0.973451327,0.991150442,0.973451327,0.982300885,0.982300885,0.955752212,0.946902655,0.946902655,0.973451327,0.973451327,0.955752212,0.946902655,0.973451327,0.991150442,0.96460177,0.96460177,0.840707965,0.876106195,0.946902655,0.946902655,0.96460177,0.96460177,0.85840708,0.85840708,0.955752212,0.955752212,0.973451327,0.946902655,0.982300885,0.946902655,0.973451327,0.973451327
181.arff,0.756756757,0.972972973,0.783783784,0.783783784,0.810810811,0.783783784,0.783783784,0.756756757,0.810810811,0.810810811,0.972972973,0.972972973,0.783783784,0.972972973,0.783783784,0.783783784,0.702702703,0.675675676,0.918918919,0.864864865,0.756756757,0.756756757,0.810810811,0.810810811,0.72972973,0.72972973,0.891891892,0.918918919,0.891891892,0.918918919,0.783783784,0.972972973
182.arff,0.824324324,0.945945946,0.932432432,0.945945946,0.878378378,0.945945946,0.851351351,0.864864865,0.891891892,0.891891892,0.945945946,0.945945946,0.918918919,0.959459459,0.932432432,0.972972973,0.459459459,0.972972973,0.905405405,0.905405405,0.689189189,0.689189189,0.486486486,0.486486486,0.689189189,0.689189189,0.986486486,1,0.986486486,0.986486486,0.891891892,0.986486486
183.arff,0.857142857,0.642857143,0.571428571,0.714285714,0.785714286,0.714285714,0.714285714,0.642857143,0.642857143,0.642857143,0.857142857,0.857142857,0.642857143,0.642857143,0.714285714,0.785714286,0.571428571,0.571428571,0.857142857,0.857142857,0.785714286,0.785714286,0.714285714,0.714285714,0.642857143,0.642857143,1,1,1,1,0.785714286,0.785714286
184.arff,0.747368421,0.768421053,0.652631579,0.6,0.652631579,0.642105263,0.736842105,0.726315789,0.747368421,0.747368421,0.389473684,0.778947368,0.421052632,0.768421053,0.642105263,0.673684211,0.6,0.557894737,0.473684211,0.673684211,0.589473684,0.589473684,0.589473684,0.589473684,0.684210526,0.694736842,0.736842105,0.652631579,0.757894737,0.652631579,0.757894737,0.694736842
185.arff,0.933819405,0.933258553,0.916993831,0.912507011,0.914189568,0.934380258,0.933819405,0.935501963,0.934380258,0.934380258,0.934380258,0.934380258,0.933819405,0.933819405,0.938867078,0.936623668,0.929332586,0.929332586,0.928771733,0.929332586,0.581604038,0.581604038,0.868199663,0.868199663,0.538418396,0.538418396,0.905776781,0.932697701,0.94167134,0.932697701,0.936623668,0.937745373
186.arff,0.88907563,0.888655462,0.879411765,0.552941176,0.588235294,0.889915966,0.888655462,0.888655462,0.888655462,0.888655462,0.888655462,0.888655462,0.889915966,0.891176471,0.872268908,0.882773109,0.884033613,0.877731092,0.889915966,0.890336134,0.801260504,0.801260504,0.815966387,0.815966387,0.500840336,0.500840336,0.833193277,0.844957983,0.893697479,0.849159664,0.88907563,0.889915966
187.arff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988888889,0.955555556,1,1,1,1
188.arff,0.776041667,0.770833333,0.6875,0.609375,0.40625,0.75,0.78125,0.765625,0.776041667,0.776041667,0.760416667,0.760416667,0.776041667,0.713541667,0.703125,0.739583333,0.703125,0.703125,0.744791667,0.744791667,0.6875,0.6875,0.578125,0.578125,0.6875,0.6875,0.692708333,0.760416667,0.786458333,0.770833333,0.770833333,0.765625
189.arff,0.727272727,0.727272727,0.727272727,0.727272727,0.727272727,0.818181818,0.909090909,0.727272727,0.818181818,0.818181818,0.818181818,0.818181818,0.909090909,0.272727273,0.909090909,0.909090909,0.818181818,0.727272727,0.818181818,0.909090909,0.727272727,0.727272727,0.272727273,0.272727273,0.727272727,0.727272727,0.727272727,0.727272727,0.727272727,0.727272727,0.909090909,0.636363636
190.arff,0.833333333,0.666666667,0.583333333,0.666666667,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.75,0.75,0.666666667,0.583333333,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.666666667,0.666666667,0.5,0.5,0.666666667,0.5,0.75,0.583333333,0.666666667,0.666666667
191.arff,0.858974359,1,0.948717949,0.884615385,0.884615385,0.923076923,0.884615385,0.884615385,0.935897436,0.935897436,0.987179487,0.987179487,0.935897436,1,0.987179487,0.987179487,0.833333333,0.833333333,0.858974359,0.858974359,0.705128205,0.705128205,0.692307692,0.692307692,0.551282051,0.551282051,1,1,1,1,0.884615385,0.987179487
192.arff,0.542168675,0.542168675,0.530120482,0.530120482,0.469879518,0.578313253,0.536144578,0.536144578,0.536144578,0.536144578,0.518072289,0.536144578,0.536144578,0.554216867,0.524096386,0.5,0.536144578,0.536144578,0.487951807,0.475903614,0.530120482,0.530120482,0.536144578,0.536144578,0.530120482,0.530120482,0.536144578,0.530120482,0.512048193,0.530120482,0.542168675,0.530120482
193.arff,0.463855422,0.457831325,0.451807229,0.554216867,0.445783133,0.554216867,0.457831325,0.427710843,0.457831325,0.457831325,0.475903614,0.475903614,0.457831325,0.463855422,0.475903614,0.5,0.475903614,0.475903614,0.457831325,0.43373494,0.445783133,0.445783133,0.518072289,0.518072289,0.457831325,0.457831325,0.5,0.445783133,0.469879518,0.445783133,0.451807229,0.487951807
194.arff,0.439759036,0.421686747,0.548192771,0.451807229,0.506024096,0.457831325,0.445783133,0.43373494,0.451807229,0.451807229,0.445783133,0.445783133,0.451807229,0.427710843,0.403614458,0.439759036,0.475903614,0.512048193,0.445783133,0.427710843,0.451807229,0.451807229,0.506024096,0.506024096,0.463855422,0.463855422,0.487951807,0.451807229,0.463855422,0.451807229,0.445783133,0.518072289
195.arff,0.542168675,0.536144578,0.536144578,0.530120482,0.524096386,0.554216867,0.536144578,0.536144578,0.536144578,0.536144578,0.524096386,0.536144578,0.536144578,0.542168675,0.5,0.493975904,0.548192771,0.548192771,0.518072289,0.512048193,0.536144578,0.536144578,0.560240964,0.560240964,0.536144578,0.536144578,0.481927711,0.536144578,0.512048193,0.536144578,0.530120482,0.536144578
196.arff,0.740740741,0.666666667,0.592592593,0.37037037,0.481481481,0.62962963,0.703703704,0.666666667,0.666666667,0.666666667,0.555555556,0.740740741,0.62962963,0.62962963,0.666666667,0.703703704,0.703703704,0.740740741,0.666666667,0.666666667,0.740740741,0.740740741,0.703703704,0.703703704,0.740740741,0.740740741,0.555555556,0.740740741,0.666666667,0.740740741,0.62962963,0.592592593
197.arff,0.964285714,0.952380952,0.952380952,0.75,0.928571429,0.952380952,0.976190476,0.964285714,0.964285714,0.964285714,0.619047619,0.964285714,0.964285714,0.952380952,0.988095238,0.976190476,0.952380952,0.952380952,0.607142857,0.952380952,0.607142857,0.607142857,0.738095238,0.773809524,0.607142857,0.607142857,0.892857143,0.952380952,0.952380952,0.952380952,0.94047619,0.964285714
198.arff,0.867951807,0.891325301,0.883373494,0.854939759,0.758554217,0.887710843,0.835662651,0.836144578,0.840963855,0.840963855,0.684096386,0.748192771,0.88746988,0.891566265,0.814216867,0.828915663,0.726506024,0.737590361,0.750361446,0.780722892,0.684096386,0.684096386,0.736144578,0.737108434,0.684096386,0.684096386,0.803373494,0.770361446,0.860481928,0.770361446,0.888192771,0.892048193
199.arff,0.785714286,0.857142857,0.785714286,0.785714286,1,0.857142857,0.857142857,0.928571429,1,1,1,1,0.928571429,0.928571429,1,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.428571429,0.428571429,0.428571429,0.428571429,0.571428571,0.571428571,0.928571429,1,1,1,0.857142857,0.857142857
200.arff,0.726708075,0.720496894,0.447204969,0.316770186,0.472049689,0.670807453,0.720496894,0.708074534,0.726708075,0.726708075,0.776397516,0.776397516,0.720496894,0.714285714,0.683229814,0.714285714,0.527950311,0.689440994,0.801242236,0.801242236,0.664596273,0.664596273,0.658385093,0.658385093,0.664596273,0.664596273,0.726708075,0.689440994,0.751552795,0.689440994,0.708074534,0.720496894
201.arff,1,1,0.9,0.8,0.9,0.975,0.975,1,0.95,0.95,0.95,0.95,1,1,0.925,0.925,0.6,0.675,0.95,0.95,0.875,0.875,0.7,0.7,0.85,0.85,0.975,0.95,0.95,0.95,0.95,1
202.arff,0.705882353,0.941176471,0.705882353,0.647058824,0.352941176,0.705882353,0.647058824,0.647058824,0.823529412,0.823529412,0.823529412,0.647058824,0.764705882,0.882352941,0.705882353,0.705882353,0.764705882,0.764705882,0.823529412,0.647058824,0.764705882,0.705882353,0.647058824,0.647058824,0.588235294,0.588235294,0.647058824,0.647058824,0.647058824,0.647058824,0.705882353,0.941176471
203.arff,0.653061224,0.632653061,0.653061224,0.673469388,0.612244898,0.530612245,0.734693878,0.714285714,0.714285714,0.714285714,0.632653061,0.612244898,0.755102041,0.632653061,0.612244898,0.612244898,0.571428571,0.571428571,0.591836735,0.693877551,0.551020408,0.551020408,0.571428571,0.571428571,0.653061224,0.632653061,0.530612245,0.530612245,0.632653061,0.632653061,0.653061224,0.653061224
204.arff,0.838500785,0.838206436,0.517955259,0.517955259,0.779925432,0.841149922,0.838010204,0.838795133,0.838010204,0.838010204,0.86244113,0.86244113,0.838598901,0.842817896,0.863618524,0.891189168,0.837715856,0.837715856,0.869897959,0.869701727,0.748626374,0.748626374,0.749018838,0.749018838,0.501864207,0.501864207,0.865875196,0.709379906,0.920624019,0.708594976,0.933084772,0.935635793
205.arff,0.832,0.832,0.66,0.84,0.756,0.836,0.848,0.848,0.852,0.852,0.84,0.864,0.832,0.836,0.792,0.8,0.844,0.844,0.88,0.872,0.752,0.752,0.752,0.752,0.532,0.532,0.776,0.7,0.856,0.736,0.864,0.908
206.arff,0.832,0.848,0.836,0.772,0.76,0.836,0.832,0.832,0.832,0.832,0.824,0.852,0.84,0.848,0.76,0.772,0.84,0.84,0.896,0.896,0.796,0.796,0.816,0.816,0.484,0.484,0.808,0.74,0.884,0.792,0.872,0.908
207.arff,0.86,0.86,0.572,0.788,0.868,0.864,0.864,0.864,0.864,0.864,0.88,0.88,0.86,0.872,0.872,0.872,0.856,0.856,0.888,0.888,0.584,0.584,0.54,0.54,0.48,0.48,0.836,0.652,0.892,0.66,0.884,0.884
208.arff,0.816,0.82,0.74,0.656,0.8,0.784,0.808,0.824,0.804,0.804,0.648,0.812,0.82,0.832,0.672,0.696,0.812,0.812,0.836,0.836,0.784,0.784,0.788,0.788,0.452,0.452,0.76,0.676,0.836,0.72,0.796,0.8
209.arff,0.68,0.68,0.68,0.52,0.72,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.72,0.68,0.68,0.64,0.68,0.68,0.68,0.68,0.64,0.64,0.6,0.6,0.68,0.68,0.76,0.56,0.8,0.84,0.72,0.68
210.arff,0.76,0.76,0.76,0.68,0.72,0.72,0.76,0.76,0.72,0.72,0.64,0.68,0.76,0.76,0.8,0.72,0.72,0.72,0.64,0.64,0.64,0.64,0.64,0.64,0.48,0.48,0.68,0.56,0.68,0.6,0.68,0.8
211.arff,0.92,0.92,0.96,0.76,0.92,0.92,0.96,0.96,0.92,0.92,0.96,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.96,0.96,0.48,0.48,0.64,0.64,0.48,0.48,0.92,0.84,0.92,0.88,0.96,0.88
212.arff,0.64,0.52,0.6,0.6,0.64,0.6,0.6,0.6,0.48,0.48,0.48,0.56,0.52,0.56,0.6,0.64,0.6,0.6,0.68,0.64,0.64,0.64,0.6,0.6,0.48,0.48,0.64,0.48,0.68,0.64,0.6,0.52
213.arff,0.80952381,0.80952381,0.80952381,0.793650794,0.80952381,0.714285714,0.793650794,0.80952381,0.793650794,0.793650794,0.793650794,0.841269841,0.80952381,0.666666667,0.714285714,0.761904762,0.80952381,0.80952381,0.841269841,0.841269841,0.714285714,0.714285714,0.761904762,0.761904762,0.523809524,0.523809524,0.80952381,0.793650794,0.857142857,0.825396825,0.793650794,0.873015873
214.arff,0.825396825,0.825396825,0.761904762,0.650793651,0.571428571,0.714285714,0.80952381,0.793650794,0.80952381,0.80952381,0.571428571,0.714285714,0.80952381,0.777777778,0.634920635,0.73015873,0.777777778,0.777777778,0.793650794,0.777777778,0.650793651,0.650793651,0.698412698,0.698412698,0.555555556,0.555555556,0.777777778,0.761904762,0.793650794,0.825396825,0.746031746,0.698412698
215.arff,0.777777778,0.777777778,0.603174603,0.73015873,0.714285714,0.761904762,0.777777778,0.777777778,0.777777778,0.777777778,0.761904762,0.761904762,0.777777778,0.746031746,0.746031746,0.761904762,0.761904762,0.761904762,0.761904762,0.761904762,0.492063492,0.492063492,0.492063492,0.492063492,0.476190476,0.476190476,0.73015873,0.476190476,0.761904762,0.666666667,0.777777778,0.825396825
216.arff,0.746031746,0.888888889,0.650793651,0.825396825,0.746031746,0.666666667,0.761904762,0.761904762,0.761904762,0.761904762,0.714285714,0.746031746,0.761904762,0.746031746,0.698412698,0.698412698,0.698412698,0.587301587,0.761904762,0.777777778,0.714285714,0.714285714,0.682539683,0.682539683,0.571428571,0.571428571,0.714285714,0.682539683,0.825396825,0.80952381,0.682539683,0.682539683
217.arff,0.784,0.784,0.736,0.744,0.752,0.792,0.784,0.784,0.784,0.784,0.848,0.808,0.792,0.816,0.784,0.8,0.784,0.784,0.816,0.808,0.664,0.664,0.68,0.68,0.504,0.504,0.784,0.8,0.888,0.832,0.76,0.872
218.arff,0.744,0.776,0.744,0.792,0.656,0.744,0.752,0.744,0.752,0.752,0.712,0.72,0.752,0.768,0.712,0.728,0.728,0.728,0.76,0.76,0.704,0.704,0.704,0.704,0.48,0.48,0.688,0.656,0.84,0.744,0.752,0.752
219.arff,0.824,0.824,0.832,0.824,0.856,0.848,0.824,0.824,0.824,0.824,0.856,0.856,0.824,0.84,0.848,0.896,0.84,0.84,0.856,0.856,0.592,0.592,0.704,0.704,0.424,0.424,0.808,0.76,0.888,0.824,0.848,0.864
220.arff,0.776,0.776,0.736,0.776,0.744,0.792,0.784,0.776,0.784,0.784,0.672,0.744,0.784,0.808,0.688,0.672,0.736,0.736,0.792,0.792,0.736,0.736,0.728,0.728,0.584,0.464,0.76,0.696,0.8,0.768,0.808,0.776
221.arff,0.732,0.736,0.708,0.688,0.484,0.728,0.732,0.748,0.736,0.736,0.704,0.732,0.732,0.728,0.772,0.832,0.72,0.812,0.76,0.744,0.608,0.608,0.74,0.74,0.58,0.58,0.84,0.828,0.892,0.84,0.772,0.96
222.arff,0.604,0.6,0.572,0.56,0.612,0.508,0.608,0.612,0.612,0.612,0.592,0.644,0.612,0.648,0.604,0.692,0.632,0.724,0.624,0.64,0.556,0.556,0.632,0.632,0.544,0.544,0.864,0.768,0.904,0.8,0.652,0.864
223.arff,0.644,0.636,0.54,0.624,0.532,0.624,0.636,0.728,0.632,0.632,0.648,0.648,0.636,0.644,0.908,0.908,0.64,0.744,0.648,0.648,0.612,0.612,0.64,0.64,0.56,0.56,0.86,0.776,0.928,0.776,0.78,0.932
224.arff,0.644,0.66,0.64,0.64,0.584,0.656,0.648,0.596,0.652,0.652,0.532,0.62,0.644,0.668,0.564,0.66,0.636,0.66,0.648,0.648,0.632,0.632,0.64,0.64,0.576,0.576,0.748,0.688,0.848,0.736,0.656,0.672
225.arff,0.64,0.64,0.52,0.72,0.68,0.68,0.68,0.72,0.68,0.68,0.6,0.76,0.68,0.72,0.72,0.68,0.72,0.68,0.68,0.68,0.56,0.56,0.68,0.68,0.48,0.48,0.76,0.76,0.72,0.68,0.68,0.6
226.arff,0.56,0.52,0.68,0.76,0.68,0.68,0.56,0.6,0.64,0.64,0.56,0.48,0.48,0.52,0.64,0.68,0.6,0.64,0.6,0.6,0.52,0.52,0.64,0.64,0.16,0.16,0.64,0.24,0.72,0.68,0.48,0.52
227.arff,0.8,0.8,0.68,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.76,0.76,0.76,0.8,0.92,0.96,0.76,0.76,0.88,0.88,0.8,0.8,0.8,0.8,0.68,0.68,0.84,0.88,0.88,0.88,0.76,0.8
228.arff,0.44,0.44,0.44,0.64,0.44,0.48,0.48,0.52,0.48,0.48,0.4,0.4,0.52,0.56,0.6,0.68,0.48,0.48,0.52,0.52,0.52,0.52,0.48,0.48,0.6,0.6,0.56,0.36,0.6,0.6,0.44,0.52
229.arff,0.634920635,0.73015873,0.555555556,0.412698413,0.634920635,0.682539683,0.682539683,0.714285714,0.666666667,0.666666667,0.619047619,0.666666667,0.650793651,0.73015873,0.603174603,0.80952381,0.682539683,0.714285714,0.698412698,0.698412698,0.698412698,0.698412698,0.666666667,0.666666667,0.619047619,0.619047619,0.698412698,0.793650794,0.857142857,0.841269841,0.682539683,0.857142857
230.arff,0.619047619,0.523809524,0.53968254,0.603174603,0.492063492,0.46031746,0.634920635,0.523809524,0.650793651,0.650793651,0.507936508,0.46031746,0.634920635,0.555555556,0.53968254,0.603174603,0.698412698,0.73015873,0.603174603,0.603174603,0.46031746,0.46031746,0.682539683,0.682539683,0.46031746,0.46031746,0.873015873,0.73015873,0.746031746,0.761904762,0.619047619,0.476190476
231.arff,0.73015873,0.73015873,0.650793651,0.619047619,0.396825397,0.746031746,0.73015873,0.761904762,0.73015873,0.73015873,0.714285714,0.714285714,0.73015873,0.746031746,0.873015873,0.888888889,0.73015873,0.761904762,0.746031746,0.746031746,0.73015873,0.73015873,0.73015873,0.73015873,0.396825397,0.396825397,0.920634921,0.873015873,0.920634921,0.888888889,0.714285714,0.952380952
232.arff,0.650793651,0.603174603,0.603174603,0.571428571,0.53968254,0.523809524,0.603174603,0.571428571,0.603174603,0.603174603,0.523809524,0.571428571,0.603174603,0.650793651,0.507936508,0.571428571,0.650793651,0.682539683,0.650793651,0.650793651,0.53968254,0.53968254,0.634920635,0.634920635,0.444444444,0.444444444,0.857142857,0.857142857,0.80952381,0.873015873,0.619047619,0.571428571
233.arff,0.648,0.664,0.6,0.584,0.568,0.624,0.64,0.632,0.648,0.648,0.64,0.656,0.648,0.648,0.712,0.808,0.672,0.72,0.648,0.648,0.656,0.656,0.656,0.656,0.592,0.592,0.888,0.592,0.952,0.856,0.672,0.936
234.arff,0.6,0.664,0.576,0.568,0.512,0.624,0.616,0.584,0.608,0.608,0.584,0.56,0.616,0.64,0.616,0.664,0.6,0.688,0.624,0.616,0.568,0.568,0.624,0.624,0.544,0.544,0.808,0.696,0.872,0.808,0.64,0.824
235.arff,0.736,0.688,0.584,0.544,0.576,0.736,0.72,0.776,0.712,0.712,0.728,0.728,0.728,0.744,0.848,0.856,0.736,0.8,0.752,0.752,0.608,0.608,0.736,0.736,0.512,0.512,0.816,0.8,0.848,0.8,0.752,0.896
236.arff,0.584,0.64,0.592,0.536,0.48,0.608,0.576,0.6,0.568,0.568,0.496,0.592,0.584,0.608,0.544,0.672,0.608,0.696,0.608,0.608,0.632,0.632,0.6,0.6,0.56,0.616,0.784,0.784,0.872,0.856,0.544,0.568
237.arff,0.724,0.728,0.648,0.592,0.604,0.756,0.716,0.748,0.704,0.704,0.724,0.724,0.712,0.76,0.792,0.816,0.756,0.776,0.772,0.772,0.6,0.6,0.708,0.708,0.592,0.592,0.856,0.784,0.912,0.796,0.756,0.92
238.arff,0.676,0.668,0.652,0.676,0.58,0.748,0.672,0.756,0.668,0.668,0.632,0.66,0.652,0.732,0.668,0.764,0.756,0.804,0.812,0.816,0.544,0.544,0.76,0.76,0.536,0.536,0.86,0.804,0.908,0.84,0.688,0.924
239.arff,0.74,0.744,0.544,0.588,0.588,0.736,0.74,0.784,0.736,0.736,0.78,0.78,0.736,0.756,0.88,0.896,0.828,0.82,0.832,0.832,0.536,0.536,0.744,0.744,0.532,0.532,0.884,0.808,0.92,0.824,0.816,0.944
240.arff,0.672,0.688,0.604,0.664,0.472,0.672,0.672,0.724,0.672,0.672,0.652,0.684,0.664,0.692,0.62,0.708,0.684,0.764,0.752,0.752,0.652,0.652,0.684,0.684,0.628,0.628,0.824,0.816,0.836,0.796,0.66,0.86
241.arff,0.76,0.68,0.6,0.56,0.6,0.76,0.68,0.68,0.68,0.68,0.72,0.72,0.68,0.72,0.64,0.68,0.76,0.68,0.72,0.72,0.6,0.6,0.72,0.72,0.56,0.56,0.84,0.8,0.88,0.8,0.76,0.72
242.arff,0.64,0.8,0.6,0.76,0.64,0.64,0.64,0.76,0.72,0.72,0.72,0.68,0.68,0.64,0.64,0.76,0.64,0.76,0.8,0.8,0.72,0.72,0.64,0.64,0.68,0.68,0.76,0.8,0.88,0.68,0.64,0.64
243.arff,0.68,0.68,0.64,0.68,0.72,0.68,0.68,0.72,0.68,0.68,0.76,0.76,0.68,0.72,0.8,0.72,0.68,0.68,0.72,0.72,0.56,0.56,0.68,0.68,0.56,0.56,0.68,0.68,0.68,0.68,0.68,0.8
244.arff,0.72,0.64,0.6,0.8,0.68,0.64,0.72,0.8,0.68,0.68,0.56,0.48,0.72,0.64,0.52,0.48,0.72,0.76,0.64,0.64,0.52,0.52,0.72,0.72,0.48,0.44,0.68,0.8,0.8,0.8,0.64,0.6
245.arff,0.634920635,0.650793651,0.650793651,0.825396825,0.523809524,0.682539683,0.650793651,0.634920635,0.682539683,0.682539683,0.714285714,0.714285714,0.634920635,0.682539683,0.73015873,0.777777778,0.825396825,0.857142857,0.825396825,0.825396825,0.523809524,0.523809524,0.825396825,0.825396825,0.523809524,0.523809524,0.873015873,0.761904762,0.873015873,0.873015873,0.698412698,0.904761905
246.arff,0.698412698,0.714285714,0.682539683,0.650793651,0.666666667,0.698412698,0.714285714,0.73015873,0.73015873,0.73015873,0.619047619,0.714285714,0.714285714,0.698412698,0.571428571,0.73015873,0.666666667,0.714285714,0.746031746,0.73015873,0.650793651,0.650793651,0.603174603,0.603174603,0.587301587,0.587301587,0.841269841,0.746031746,0.857142857,0.80952381,0.682539683,0.714285714
247.arff,0.73015873,0.73015873,0.507936508,0.523809524,0.619047619,0.777777778,0.73015873,0.777777778,0.73015873,0.73015873,0.793650794,0.73015873,0.698412698,0.777777778,0.888888889,0.857142857,0.793650794,0.793650794,0.793650794,0.793650794,0.555555556,0.555555556,0.761904762,0.761904762,0.523809524,0.523809524,0.888888889,0.777777778,0.936507937,0.841269841,0.73015873,0.920634921
248.arff,0.746031746,0.761904762,0.777777778,0.650793651,0.714285714,0.73015873,0.73015873,0.714285714,0.73015873,0.73015873,0.523809524,0.634920635,0.73015873,0.761904762,0.587301587,0.634920635,0.682539683,0.761904762,0.634920635,0.634920635,0.634920635,0.650793651,0.73015873,0.73015873,0.523809524,0.523809524,0.746031746,0.73015873,0.80952381,0.746031746,0.698412698,0.682539683
249.arff,0.76,0.76,0.52,0.752,0.624,0.816,0.768,0.784,0.768,0.768,0.744,0.752,0.768,0.816,0.736,0.816,0.824,0.816,0.832,0.832,0.496,0.496,0.808,0.808,0.496,0.496,0.904,0.792,0.928,0.824,0.784,0.936
250.arff,0.576,0.568,0.56,0.592,0.576,0.568,0.6,0.6,0.592,0.592,0.536,0.544,0.6,0.576,0.616,0.664,0.616,0.68,0.656,0.632,0.592,0.592,0.584,0.584,0.592,0.592,0.832,0.752,0.84,0.736,0.584,0.8
