Metadataset,RandomForest,LogisticRegression,SVC,KNeighbors,GaussianNB,DecisionTree,AdaBoost,GradientBoosting,MLP,Bagging,ExtraTrees,Voting
info-theory_metadataset.csv,0.45379310344827595,0.4289655172413792,0.4413793103448276,0.31724137931034485,0.2813793103448276,0.33655172413793105,0.383448275862069,0.36965517241379314,0.4344827586206897,0.39862068965517244,0.4344827586206897,0.4068965517241379
relative_metadataset.csv,0.4208333333333333,0.40555555555555556,0.45833333333333337,0.3333333333333333,0.375,0.31388888888888883,0.4027777777777778,0.33611111111111114,0.4027777777777778,0.3694444444444444,0.41527777777777775,0.45138888888888895
general_metadataset.csv,0.43310344827586206,0.4096551724137932,0.45379310344827584,0.3544827586206897,0.28827586206896555,0.38896551724137934,0.35586206896551725,0.40137931034482766,0.41931034482758617,0.38482758620689655,0.4275862068965518,0.45517241379310347
complexity_metadataset.csv,0.4406015037593985,0.27518796992481204,0.38195488721804505,0.39248120300751876,0.20300751879699247,0.36390977443609024,0.4030075187969924,0.350375939849624,0.42406015037593975,0.3744360902255639,0.47969924812030074,0.4526315789473684
default_metadataset.csv,0.4541666666666667,0.32222222222222224,0.42222222222222217,0.31527777777777777,0.24722222222222223,0.3805555555555556,0.44722222222222224,0.3625,0.16666666666666666,0.42361111111111105,0.4416666666666667,0.46805555555555556
d2v_pretrained_metadaset.csv,0.40137931034482766,0.3641379310344828,0.4193103448275862,0.33655172413793105,0.1710344827586207,0.33793103448275863,0.3834482758620689,0.3696551724137931,0.20413793103448277,0.32827586206896553,0.33655172413793105,0.3806896551724138
concept_metadataset.csv,0.447457627118644,0.33220338983050846,0.4508474576271187,0.311864406779661,0.28474576271186447,0.3762711864406779,0.2983050847457627,0.2677966101694915,0.43050847457627117,0.3423728813559322,0.36610169491525424,0.4135593220338983
model-based_metadataset.csv,0.44461538461538463,0.2907692307692308,0.4769230769230769,0.31538461538461543,0.27076923076923076,0.38461538461538464,0.34153846153846157,0.3723076923076923,0.18769230769230769,0.4076923076923077,0.4584615384615384,0.4430769230769231
clustering_metadataset.csv,0.4690140845070423,0.3633802816901408,0.4591549295774648,0.33380281690140845,0.26901408450704223,0.3661971830985915,0.35492957746478876,0.37605633802816896,0.4126760563380282,0.4056338028169014,0.4394366197183099,0.44225352112676053
landmarking_metadataset.csv,0.41666666666666663,0.4416666666666666,0.42777777777777776,0.4097222222222222,0.3472222222222222,0.36944444444444446,0.4027777777777778,0.2763888888888889,0.44305555555555554,0.4125,0.44027777777777777,0.43194444444444446
statistical_metadataset.csv,0.4220689655172413,0.30344827586206896,0.41655172413793107,0.36275862068965514,0.25931034482758625,0.36551724137931035,0.4137931034482759,0.3448275862068966,0.2551724137931034,0.3751724137931035,0.38344827586206903,0.4427586206896551
itemset_metadataset.csv,0.4416666666666666,0.42361111111111105,0.4333333333333333,0.34444444444444444,0.36527777777777776,0.3527777777777778,0.4527777777777778,0.3486111111111111,0.4375,0.36111111111111116,0.37916666666666665,0.4291666666666666
all_metadataset.csv,0.42727272727272725,0.2803030303030303,0.42272727272727273,0.31818181818181823,0.25757575757575757,0.33939393939393936,0.34393939393939393,0.3712121212121212,0.16666666666666666,0.403030303030303,0.4333333333333333,0.4303030303030303
