dataset,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd
13,29.0,7.758620689655173,3.2255140499925754,0.0344827586206896,0.0644237328229929,3762.5772893772896,6390.71126378009,0.5,0.0243829924547085,28.0,1.1666666666666667,0.2333333333333333,2.1538461538461537,1.0681880176381129,1.4736842105263157,0.7723284457212329,6.912280701754386,3.3235131033848693,0.0731446898638068,0.1108190200887549,0.0917463631465517,0.1272707121935576,0.0416666666666666,0.0474809145652984
14,36.0,8.805555555555555,3.205525982642603,0.0277777777777777,0.0393439576363697,5663.433855033854,7127.997178423162,0.5,0.0392837100659193,35.0,1.4,0.2651515151515151,2.6923076923076925,1.377474463442389,1.5217391304347827,0.7304771303365111,7.943661971830986,3.303190336385468,0.0726910262122743,0.1137506194103076,0.0709906684027777,0.1244604128132756,0.04,0.0260828034755055
18,11.0,4.2727272727272725,1.7939291563999449,0.0909090909090909,0.0764390498253506,74.97142857142858,68.05085733239126,1.0,,10.0,2.5,0.072463768115942,1.4285714285714286,0.5345224838248488,3.333333333333333,4.041451884327381,3.523809523809524,1.9651729597938092,0.1316533144657086,0.1369092802363602,0.2599431818181818,0.162683599296652,0.2499999999999999,0.4223431199912296
19,21.0,5.285714285714286,1.5856499343441837,0.0476190476190476,0.1053994668821793,206.64761904761903,129.68913454506364,0.5,0.1683587574253685,20.0,1.1764705882352942,0.2,2.857142857142857,1.0690449676496974,1.818181818181818,1.1677484162422844,4.439024390243903,1.88479150687556,0.1413371611573836,0.0913971474719661,0.1688988095238095,0.1336708519849668,0.0588235294117647,0.0642480741405851
20,4.0,2.25,0.957427107756338,0.25,0.3347635981803676,9.333333333333332,1.539600717839002,0.5,0.0,3.0,0.2307692307692307,0.03,1.0,0.0,1.0,0.0,1.7142857142857142,1.1126972805283737,0.2580005327400437,0.0827512023051006,0.4375,0.0721687836487032,0.0769230769230769,0.2628087860285021
21,10.0,3.8,1.2292725943057183,0.0999999999999999,0.1626821666304479,42.93333333333334,19.360644821421484,0.5,0.4242640687119285,9.0,0.2571428571428571,0.2903225806451613,1.8,0.447213595499958,1.125,0.3535533905932738,3.0526315789473686,1.5082618476808298,0.1982571263019675,0.1129138820558696,0.2875,0.1403740043993584,0.0285714285714285,0.0560884933002902
22,14.0,4.428571428571429,1.5045717874984443,0.0714285714285714,0.1647234927955797,92.43809523809524,76.12693724215217,0.5,0.101015254455221,13.0,0.1780821917808219,0.134020618556701,1.8571428571428568,0.8997354108424372,1.4444444444444444,0.7264831572567789,3.6296296296296298,1.7791127466358518,0.138062953442013,0.1147448662333006,0.2354910714285714,0.1340215451096257,0.0136986301369863,0.0488235095597848
23,12.0,4.416666666666667,1.8319554050414564,0.0833333333333333,0.2019907226777732,87.90476190476191,74.29843380948876,0.5,0.0,11.0,0.141025641025641,0.1195652173913043,1.5714285714285714,0.7867957924694431,1.2222222222222223,0.4409585518440984,3.652173913043478,2.013786475369086,0.1472339611353323,0.1627287134066777,0.2513020833333333,0.1624082364011966,0.0128205128205128,0.0488796783442498
24,178.0,10.837078651685394,3.5624178300753617,0.0056179775280898,0.0057894075838259,188520.47945257355,358404.2048635755,0.5,0.5720414409599036,177.0,8.428571428571429,0.2220828105395232,10.411764705882351,5.303994055537437,8.428571428571429,4.696503258504444,9.870422535211269,3.781474108218797,0.0584672050816583,0.0796562419270338,0.0302712086881144,0.0561278107494437,0.0476190476190476,0.023004996933919
26,3.0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.3551904328079907,6.0,0.0,0.5,0.2357022603955158,2.0,0.0246913580246913,0.0298507462686567,1.0,0.0,1.0,0.0,1.2,0.8366600265340756,0.3535533905932737,0.0,0.5,0.0,0.0123456790123456,0.103324801451779
27,7.0,3.857142857142857,1.9518001458970664,0.1428571428571428,0.1972385895926296,38.4,26.95609599165115,0.5,0.101015254455221,6.0,0.4,0.1071428571428571,1.0,0.0,1.0,0.0,3.230769230769231,1.9644272343292224,0.1332356597885714,0.1274951764013882,0.28125,0.17860862707794,0.0666666666666666,0.1210827632739236
28,9.0,4.222222222222222,1.7159383568311668,0.1111111111111111,0.1474979401927739,52.53333333333333,29.12799340840354,0.5,0.0785674201318386,8.0,4.0,0.25,1.3333333333333333,0.5163977794943223,4.0,2.8284271247461903,3.5294117647058822,1.806849712165608,0.1593669969192894,0.1264881874253304,0.2395833333333333,0.1578047646619074,0.5,0.5446535309447151
29,14.0,5.142857142857143,2.3812454032143915,0.0714285714285714,0.0723385262202618,211.26349206349207,272.74224279581443,0.5,0.3030457633656632,13.0,0.5909090909090909,0.3095238095238095,1.4444444444444444,0.5270462766947299,1.181818181818182,0.4045199174779452,4.37037037037037,2.498432557057573,0.099659122349562,0.1258827116355687,0.2095424107142857,0.1705543472332138,0.0454545454545454,0.0607332735559102
30,60.0,7.333333333333333,2.120654413440091,0.0166666666666666,0.0436391857288085,2661.9099567099565,3290.202087206286,0.5,0.1178511301977579,59.0,3.2777777777777777,0.1475,5.363636363636363,3.042128441493793,3.4705882352941178,1.907801321509381,6.403361344537816,2.433241987906964,0.0967463945593472,0.0893426345111266,0.0765462239583333,0.0847622424067047,0.0555555555555555,0.0437806884828445
31,17.0,4.705882352941177,1.403776419268438,0.0588235294117647,0.0599582984732641,121.50476190476192,85.39164196223656,0.5,0.0415945165403851,16.0,3.2,0.4210526315789473,2.2857142857142856,1.1126972805283737,3.2,1.6431676725154984,3.878787878787879,1.7276714053454971,0.141257660564274,0.0973911384689145,0.2068014705882352,0.124176905757405,0.2,0.1261699881955805
33,4.0,2.25,0.957427107756338,0.25,0.2785882179471392,9.333333333333332,1.539600717839002,0.5,0.3535533905932738,3.0,0.0365853658536585,0.0405405405405405,1.0,0.0,1.0,0.0,1.7142857142857142,1.1126972805283737,0.2580005327400437,0.0827512023051006,0.4375,0.0721687836487032,0.0121951219512195,0.0991027615991355
35,14.0,4.857142857142857,1.8752289237539816,0.0714285714285714,0.078017248648559,124.6095238095238,94.47966672087398,0.5,0.0,13.0,1.0833333333333333,0.2166666666666666,1.8571428571428568,0.3779644730092273,1.3,0.6749485577105528,4.074074074074074,2.0554978046865497,0.1332356597885714,0.1274951764013882,0.2120535714285714,0.1652701984505347,0.0833333333333333,0.0929233995016383
36,13.0,4.769230769230769,1.6908501882113505,0.0769230769230769,0.1768820201470726,102.03809523809524,71.81382581530725,0.5,0.1631784879661263,12.0,0.1904761904761904,0.074074074074074,1.7142857142857142,0.7559289460184545,1.0909090909090908,0.3015113445777636,4.0,1.8708286933869709,0.1331810568070131,0.1278983934665907,0.1983173076923076,0.1324496599084186,0.0158730158730158,0.0407748333855865
37,8.0,3.375,1.1877349391654208,0.125,0.301925746666404,28.8,14.68085893425923,0.5,0.1767766952966369,7.0,1.4,0.0265151515151515,1.4,0.5477225575051661,2.333333333333333,0.5773502691896258,2.6666666666666665,1.4474937289114918,0.190604582611146,0.153253375940726,0.3359375,0.1364713961395783,0.2,0.2628590373923585
38,83.0,7.843373493975903,2.138394244326081,0.0120481927710843,0.0198656140728809,4778.548917748918,5699.531516085705,0.5,0.0425967940473824,82.0,0.4530386740331492,0.2252747252747252,6.833333333333333,4.302923600896432,1.3225806451612905,0.5660966015109081,6.8969696969696965,2.4708649675974845,0.0870514109923257,0.0874525497870893,0.0621764401355421,0.0730687923488961,0.005524861878453,0.0093592686052189
39,26.0,5.653846153846154,1.6956959088777137,0.0384615384615384,0.0610657692449101,334.647619047619,261.0895071898253,0.5,0.054392829322042,25.0,1.3888888888888888,0.2314814814814814,3.125,1.3562026818605375,2.7777777777777777,2.9907264074877267,4.784313725490196,2.003134798162082,0.1213318550590539,0.0973981151490628,0.1472355769230769,0.1194406786700152,0.0555555555555555,0.1246917336215468
