1.0,1.76
2.0,1.76
3.0,1.76
4.0,1.76
5.0,1.74
6.0,1.72
7.0,1.68
8.0,1.68
9.0,1.76
10.0,1.84
11.0,1.84
12.0,1.86
13.0,1.86
14.0,1.88
15.0,1.88
16.0,1.84
17.0,1.76
18.0,1.66
19.0,1.76
20.0,1.82
21.0,1.78
22.0,1.84
23.0,1.88
24.0,1.94
25.0,1.94
26.0,1.9
27.0,1.9
28.0,1.92
29.0,1.92
30.0,1.92
31.0,1.94
32.0,1.94
33.0,1.92
34.0,1.96
35.0,1.66
36.0,1.92
37.0,1.94
38.0,1.92
39.0,1.86
40.0,1.76
41.0,1.8
42.0,1.86
43.0,1.94
44.0,1.94
45.0,1.9
46.0,1.92
47.0,1.92
48.0,1.94
49.0,1.92
50.0,1.92
51.0,1.94
52.0,1.92
53.0,1.96
54.0,2.0
55.0,1.94
56.0,1.92
57.0,1.94
58.0,1.92
59.0,1.8
60.0,1.78
61.0,1.78
62.0,1.86
63.0,1.92
64.0,1.94
65.0,1.94
66.0,1.96
67.0,1.96
68.0,1.96
69.0,1.96
70.0,1.96
71.0,1.96
72.0,1.94
73.0,1.94
74.0,1.92
75.0,1.88
76.0,1.86
77.0,1.8
78.0,1.8
79.0,1.84
80.0,1.68
81.0,1.88
82.0,1.92
83.0,1.96
84.0,1.96
85.0,1.94
86.0,1.96
87.0,2.0
88.0,2.0
89.0,1.98
90.0,1.0
91.0,1.94
92.0,1.96
93.0,1.96
94.0,1.96
95.0,1.96
96.0,1.94
97.0,1.94
98.0,1.94
99.0,1.94
100.0,1.96
101.0,1.96
102.0,1.96
103.0,1.96
104.0,1.96
105.0,1.96
106.0,1.96
107.0,1.96
108.0,1.96
109.0,1.96
110.0,1.96
111.0,1.96
112.0,1.96
113.0,1.96
114.0,1.98
115.0,1.96
116.0,1.96
117.0,2.0
118.0,2.02
119.0,1.98
120.0,1.96
121.0,1.98
122.0,1.96
123.0,1.92
124.0,1.74
125.0,1.8
126.0,1.86
127.0,1.9
128.0,1.96
129.0,2.0
130.0,2.0
131.0,1.98
132.0,1.94
133.0,1.92
134.0,1.94
135.0,1.98
136.0,1.62
137.0,1.98
138.0,1.96
139.0,1.96
140.0,1.98
141.0,2.0
142.0,2.0
143.0,2.0
144.0,2.0
145.0,2.0
146.0,2.0
147.0,2.0
148.0,1.98
149.0,1.98
150.0,1.58
151.0,2.0
152.0,2.0
153.0,2.02
154.0,2.04
155.0,2.04
156.0,2.0
157.0,1.98
158.0,2.0
159.0,2.0
160.0,1.96
161.0,1.9
162.0,1.82
163.0,1.9
164.0,2.0
165.0,2.0
166.0,1.94
167.0,2.0
168.0,2.0
169.0,1.98
170.0,2.0
171.0,2.0
172.0,1.54
173.0,2.02
174.0,2.04
175.0,2.04
176.0,2.04
177.0,2.04
178.0,1.94
179.0,1.82
180.0,2.02
181.0,2.04
182.0,2.04
183.0,2.04
184.0,2.04
185.0,2.0
186.0,2.0
187.0,2.0
188.0,2.0
189.0,2.0
190.0,2.0
191.0,2.0
192.0,2.0
193.0,2.0
194.0,2.0
195.0,2.0
196.0,2.0
197.0,2.0
198.0,1.72
199.0,1.96
200.0,2.0
201.0,2.0
202.0,1.96
203.0,1.96
204.0,2.0
205.0,2.0
206.0,1.96
207.0,1.88
208.0,1.64
209.0,2.0
210.0,2.04
211.0,2.0
212.0,2.06
213.0,2.0
214.0,2.0
215.0,2.0
216.0,2.0
217.0,1.96
218.0,2.02
219.0,1.92
220.0,1.96
221.0,1.86
222.0,2.0
223.0,2.0
224.0,1.98
225.0,2.0
226.0,2.04
227.0,2.02
228.0,2.0
229.0,2.02
230.0,2.0
231.0,2.0
232.0,2.02
233.0,1.38
234.0,2.0
235.0,1.96
236.0,1.98
237.0,2.0
238.0,2.02
239.0,2.02
240.0,2.0
241.0,1.96
242.0,1.92
243.0,1.92
244.0,1.92
245.0,1.96
246.0,2.0
247.0,2.0
248.0,2.0
249.0,2.02
250.0,2.02
251.0,2.02
252.0,2.02
253.0,2.0
254.0,2.0
255.0,1.96
256.0,1.98
257.0,2.0
258.0,1.96
259.0,2.02
260.0,2.0
261.0,2.02
